Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage
Construction,Africa,India,2001,253.11,863.52,6.38,165.08,6.08,18.94,876.93,7736.52,87.36,0.95,-9.45,7.48
Construction,Africa,India,2020,19.67,753,93.59,148.77,19.54,3.34,853.71,7440.95,84.19,42.65,10.78,9.32
Manufacturing,Africa,India,2022,286.43,942.78,96.34,82.36,26.38,6.14,1326.25,373.69,64.23,32.58,3.43,1.53
Energy,Africa,India,2019,159.56,92.29,37.48,20.91,40.82,2.27,1079.82,12836.93,53.28,6.07,7.09,7.98
Manufacturing,Africa,India,2001,112.72,79.27,51.9,68.28,39.45,10.29,1336.07,17694.1,96.8,50.07,11.36,2.62
Construction,Africa,India,2016,81.11,873.49,93.71,199.91,0.77,1.18,739.81,20097.73,97.19,35.38,13.55,9.65
Mining,Africa,India,2022,40.79,780.69,65.02,81.15,13.95,17.14,484.33,9101.47,68.24,70.52,9.74,-1.5
Energy,Africa,India,2006,73.92,764.98,95.03,152.29,37.18,19.69,352.38,15078.26,48.93,70.94,4.07,6.89
Energy,Africa,India,2001,131.98,308.39,39.06,33.36,43.55,4.91,499.76,12463.64,59.95,25.34,5.69,-4.91
Construction,Africa,India,2016,125.37,674.69,92.47,180.59,35.21,8.65,1058.82,13437.94,59.84,43,-4.61,-3.43
Construction,Africa,India,2011,196.59,87.57,82.94,63.35,27.23,17.21,250.12,20987.04,44.41,49.86,-5.46,4.27
Energy,Africa,India,2022,252.85,406.61,1.36,60.15,25.68,15.16,767.6,18974.25,63.24,59.76,-3.19,-2.13
Manufacturing,Africa,India,2013,284.34,152.58,25.98,33.4,23.97,2.2,990.71,9653.51,71.13,64.85,-1.39,4.86
Mining,Africa,India,2014,215.45,282.19,86.79,98.29,48.11,13.71,161.13,20981.13,97.55,69.7,-7.3,-1.4
Energy,Africa,India,2012,137.35,718.88,71.59,195.43,14.95,16.66,393.45,19888.92,81.32,40.28,0.44,-2.59
Manufacturing,Africa,India,2004,26.69,843.48,98.61,27.61,43.45,12.41,734.78,16231.41,45.46,87.4,12.34,-4.96
Construction,Africa,India,2016,54.57,336.17,92.45,173.86,24.37,5.6,1446.68,16672.57,54.6,60.73,2.11,9.1
Energy,Africa,India,2020,146.6,345.76,80.03,136.96,14.35,9.92,219.3,14745.44,51.47,1.31,-7.83,3.98
Mining,Africa,India,2012,166.76,997.15,44.12,119.68,17.82,18.67,1090.11,11252.39,60.87,9.7,12.93,-3.69
Mining,Africa,India,2002,107.32,427.54,86.09,72.1,0.93,6.9,1075.71,2791.67,73.26,16.73,-7.83,2.51
Construction,Africa,India,2011,84.46,603.8,43.51,129.98,26.79,8.49,1091.26,441.81,37.65,27.51,11.33,6.59
Construction,Africa,India,2004,39.32,458.8,42.5,146.76,46.19,12.63,1442.49,24201.22,57.91,86.97,2.78,8.55
Construction,Africa,India,2000,183.86,189.41,0.65,45.74,7.35,0.52,65.91,5487.88,70.69,66.56,11.49,-3.78
Construction,Africa,India,2000,77,128.57,29.26,176.12,30,0.36,1409.51,20615.11,51.67,93.26,5.85,8.52
Energy,Africa,India,2008,68.05,677.52,12.14,185.42,30.88,10.66,426.28,23160.97,24.23,83.16,14.17,2.92
Construction,Africa,India,2004,55.76,548.16,82.3,112.89,14.72,10.9,468.54,9383.76,90.42,53.39,-2.7,8.06
Energy,Africa,India,2014,253.38,348,62.86,134.93,8.22,0.91,657.74,2385.01,43.77,13.96,-3.02,-3.89
Manufacturing,Africa,India,2018,23.73,567.63,92.95,132.93,8.02,14.85,415.9,659.51,90.02,92.12,14.61,4.12
Energy,Africa,India,2019,237.79,459.09,94.65,175.85,19.06,10.24,687.84,972.52,39.27,24.56,2.41,2.32
Construction,Africa,India,2022,103.34,318.21,39.13,45.04,31.48,4.49,572.31,10411.32,50.63,52.98,8.5,4.73
Manufacturing,Africa,India,2008,171.05,5.5,8.42,40.24,12.34,1.9,1271.75,1365.94,94.74,65.53,13.84,4.03
Energy,Africa,India,2021,10.74,177.33,83.7,24.36,26.65,8.06,1320.69,24279.25,72.46,16.32,-5.89,5.3
Energy,Africa,India,2005,189.72,738.75,83.36,178.36,14.09,17.19,1282.22,9790.39,80.37,87.82,-5.21,0.88
Mining,Africa,India,2008,38.14,386.19,62.92,177.77,35.15,18.14,1371.19,21598.82,84.13,93.88,14.75,0.59
Construction,Africa,India,2004,166.47,665.14,83.47,81.39,32.57,2.28,1409.84,24637.88,45.93,64.59,-7.01,-4.31
Manufacturing,Africa,India,2020,141.45,600.59,42.73,47.7,11.78,14.22,131.7,10153.74,21.23,38.38,-8.49,-0.05
Mining,Africa,India,2009,75.35,302.37,89.24,106.03,45.04,6.47,1433.45,6109.36,30.43,95.3,3.45,5.36
Mining,Africa,India,2022,258.1,713.13,13.8,176.68,25.58,9.07,179.65,20047.2,46.36,57.29,10.97,6.08
Manufacturing,Africa,India,2021,76.6,63.38,10.1,38.63,22.55,7.83,262.34,21500.89,52.92,27.62,-7.65,-1.4
Manufacturing,Africa,India,2008,228.41,982.18,93.21,192.57,6.48,16.37,835.54,8950.7,52.27,25.81,-6.02,-1.16
Mining,Africa,India,2021,137.01,158.2,10.55,85.04,30.46,0.38,1006.57,11814.89,76.55,77.65,-3.05,0.06
Mining,Africa,India,2021,273.14,410.05,34.16,185.7,5.89,13.01,142.52,11253.66,36.86,87.23,7.95,5.41
Construction,Africa,India,2006,134.08,371.18,8.15,189.57,20.64,13.71,443.88,6522.62,78.5,53.81,-4.91,-0.25
Mining,Africa,India,2010,281.54,839.25,6.86,25.18,17,15.42,381.4,18731.4,53.28,70.67,0.54,7.38
Energy,Africa,India,2009,233.17,460.72,81.03,142.59,27.66,10.65,262.5,10393.13,22.08,67.29,-0.56,7.47
Manufacturing,Africa,India,2013,149.27,426.24,25.39,194.89,10.68,2.04,6.58,11419.55,39.07,25.12,5.2,8.06
Mining,Africa,India,2002,259.39,239.49,3.27,94.15,17.52,4.45,1035.84,12914.99,27.33,94.37,14.21,-4.47
Energy,Africa,India,2011,22.2,587.26,3.17,181.83,18.64,7.68,710.41,11171.76,46.5,11.8,-5.95,-2.28
Manufacturing,Africa,India,2004,234.78,566.4,17.95,60.72,2.22,19.49,1176.4,5333.36,20.2,61.79,-9.46,-2.93
Construction,Africa,India,2003,160.84,186.04,57.19,138.11,0.1,17.34,1301.06,22985.54,94.2,23.46,6.93,2.52
Energy,Africa,India,2016,294.69,933.72,14.79,153.07,2.23,4.12,1281.7,357.95,59.68,34.19,7.16,-0.18
Mining,Africa,India,2008,56.89,82.28,6.88,175.69,45.5,7.57,915.98,3246.23,25.04,74.46,-7.36,2.99
Mining,Africa,India,2021,128.09,658.34,9.38,133.26,29.43,7.53,583.95,2887.44,83.43,6.1,-0.08,5.97
Mining,Africa,India,2008,200.55,963.75,35.84,121.85,8.16,14.01,398.83,7253.98,47.52,30.48,1.04,2.09
Construction,Africa,India,2012,188,897.98,50.74,190.37,0.51,14.93,713.49,20372.95,37.6,35.47,-3.06,-3.94
Construction,Africa,India,2001,186.1,587.12,78.29,120.76,40.54,19.68,1121.49,15599.39,27.4,17.75,2.52,-4.52
Manufacturing,Africa,India,2018,277.18,832.06,60.81,185.62,0.35,14.89,124.13,16185.01,44.57,80.56,5.29,5.09
Energy,Africa,India,2006,77.86,369.67,26.48,123.53,40.99,11.88,546.64,12565.77,26.61,70.47,6.53,2.45
Construction,Africa,India,2021,147.99,37.03,91.13,2.01,21.72,5.84,996.11,1348.28,33.86,14.79,-4.05,8.03
Manufacturing,Africa,India,2020,157,165.17,97.19,151.3,36.83,10.57,64.5,1143.75,37.11,39.33,13.02,-2.44
Energy,Africa,India,2001,274.09,287.42,55.73,52.62,44.25,4.23,85.95,16414.34,79.95,1.1,-0.73,-4.14
Manufacturing,Africa,India,2016,263.86,83.31,33.4,70.47,34.43,14.44,103.21,24672.8,32.38,14.94,-7.51,-0.17
Manufacturing,Africa,India,2017,54.55,329.51,50.38,148.83,34.67,17.01,523.76,4133.42,96.02,77,-8.91,0.38
Energy,Africa,India,2001,198.73,329.15,30.59,163.36,30.4,19.4,971.12,23490.15,55.02,75.68,11.52,0.46
Construction,Africa,India,2008,189.49,906.98,54.8,165.67,25.62,4.32,1118.88,6287.68,55.82,54.47,-6,8.73
Construction,Africa,India,2021,246.33,752.11,22.06,197.39,27.83,11.35,729.36,5920.59,33.74,84.56,8.95,5.63
Mining,Africa,India,2010,74.76,582.66,24.36,178.41,20.19,0.6,733.9,5633.05,91.74,12.06,0.42,2.42
Energy,Africa,India,2019,191.74,842.48,30.73,66.37,2.25,3.03,321.88,15811.77,79.35,44.47,9.4,0.62
Construction,Africa,India,2008,264.25,622.28,64.39,62.15,45.11,3.68,6.49,12338.18,97.74,63.18,-7,-1.49
Energy,Africa,India,2002,152.27,50.26,25.48,157.85,9.25,13.87,164.2,3463.74,40.93,82.16,4.88,5.53
Manufacturing,Africa,India,2016,295.76,141.96,58.73,4.59,19.05,17.03,1409.91,20576.44,31.38,1.85,4.04,-1.07
Mining,Africa,India,2019,67.87,872.84,16.86,188.8,42.62,3.27,179.12,1113.31,22.47,73.81,6.46,8.79
Manufacturing,Africa,India,2021,241.55,962.23,29.17,195.43,9.33,2.22,119.07,12151.55,86.45,15.2,-6.91,4.57
Manufacturing,Africa,India,2012,26.98,738.62,65.66,149.28,35.12,7.77,945.97,2604.06,32.57,54,10.67,7.45
Manufacturing,Africa,India,2013,237.85,79.93,65.01,188.68,4.76,12.99,258.19,18746.27,99.97,34.11,1.82,5.77
Mining,Africa,India,2012,224.94,520.84,34.31,35.75,19.81,4.6,672.7,13503.96,44.56,97.14,-1.86,7.63
Energy,Africa,India,2019,90.72,952.27,50.01,126.13,33.33,5.75,355.31,19589.16,62.18,29.4,14.85,5.22
Mining,Africa,India,2002,208.18,951.96,45.44,133.82,16.79,4.25,180.44,15007.48,44.29,48.56,11.13,5.26
Construction,Africa,India,2016,128.37,131.93,25.77,93.09,42.21,19.77,1476.77,10407.47,30.55,95.41,-8.58,9.41
Mining,Africa,India,2003,209.18,603.52,17.09,147.04,31.38,6.67,1155.42,2868.15,42.6,77.66,9.06,-3.29
Mining,Africa,India,2010,155.41,266.38,50.27,11.03,19.59,19.25,1230.22,10134.36,82.64,78.56,14.32,3.55
Manufacturing,Africa,India,2011,258.47,951.81,48.35,42.11,31.55,19.61,121.1,12596.3,60.63,47.95,9.06,6.05
Mining,Africa,India,2020,211.95,906.6,61.33,27.17,18.7,16,401.13,7340.93,34.38,25.44,-8.89,7.74
Manufacturing,Africa,India,2014,131.84,759.67,33.74,2.83,3.8,3.17,620.97,10380.13,32.74,81.97,3.63,0.89
Construction,Africa,India,2006,14.57,835.44,73.93,176.26,43.08,17.14,21.02,3608.48,44.21,8.25,5.34,4.06
Manufacturing,Africa,India,2016,207.39,960.26,50.26,60.76,27.65,3.77,1146.75,8502.57,29.85,36.28,5.78,8.3
Construction,Africa,India,2003,67.26,789.45,43.32,39.37,23.64,17.47,467.82,10283.36,95.52,73.34,-2.62,7.03
Energy,Africa,India,2017,157.92,312.48,13.82,97.78,34.2,1.92,402.07,22124.7,92.98,17.18,-5.58,3.6
Energy,Africa,India,2016,262.48,996.08,38.04,182.14,23.75,17.93,1393.49,7210.67,78.45,30.68,2.5,-2.58
Mining,Africa,India,2011,252.57,803.32,63.47,181.81,27.66,11.37,672.68,6252.7,58.57,88.08,6.28,-4.83
Mining,Africa,India,2004,90.74,31,54.65,161.61,1.39,15.94,252.24,5834.15,74.94,55.12,-5.89,-0.41
Energy,Africa,India,2020,19.01,815.2,97.85,175.3,23.19,16.93,38.97,14406.71,52.78,7.93,7.62,3.07
Energy,Africa,India,2014,123.75,464.08,13.96,141.66,7.52,11.59,476.38,8894.95,98.21,95.15,-2.2,5.26
Energy,Africa,India,2011,211.88,307.38,76.14,99.39,36.76,7.73,850.19,14785.03,61.77,93.68,6.01,2.12
Energy,Africa,India,2006,124.51,665.06,94.91,38.36,31.18,1.07,755.7,16583.55,98.31,40.22,2.48,-3.25
Construction,Africa,India,2018,171.21,680.02,89.44,28.65,28.27,15.76,1016.51,19084.78,85.84,40.45,0.66,8.3
Energy,Africa,India,2006,106.97,759.33,71.82,2.99,26.25,14.32,1233.75,2612.74,22.86,5.13,4.26,5.69
Energy,Africa,India,2022,218.04,30.12,5.64,135.48,23.31,17.43,543.85,23436.8,87.24,79.16,-1.47,-3.9
Mining,Africa,India,2001,215.99,474,8.22,33.77,45.78,17.04,1384.12,1942.18,33.69,84.72,7.53,-2.11
Manufacturing,Africa,India,2002,124.53,299.22,42.76,153.52,41.88,14.7,1105.21,24118.42,52.03,31.88,11.77,7.77
Mining,Africa,India,2011,160.62,737.42,24.36,17.93,8.44,16.26,1016.83,22035.32,62.42,59.02,11.24,4.79
Mining,Africa,India,2017,205.42,213.42,25.72,142.22,20.42,17.25,191.47,23564.81,46.36,8.55,1.43,2.43
Manufacturing,Africa,India,2008,241.03,237.68,61.07,170.31,19.67,9.69,138.65,21337.41,97.91,7.38,-9.32,2.49
Energy,Africa,India,2004,176.86,52.7,9.53,175.73,17.48,16.99,612.94,11587.24,94,47.62,3.8,5.1
Energy,Africa,India,2017,3.09,20.28,59.43,127.34,12.58,0.52,1413.26,13793.34,98.08,24.16,12.99,3.85
Manufacturing,Africa,India,2007,77.98,53.31,54.11,127.33,23.5,3.96,1449.56,11187.62,31.02,28.85,0.54,0.98
Mining,Africa,India,2012,47.76,768.63,39.79,125.14,40.31,8.98,129.36,5063.47,69.48,39.05,5.87,3.32
Manufacturing,Africa,India,2014,43.49,632.78,62.28,96.65,18.64,17.38,1066.22,4362.95,94.65,55.1,8.3,-4.28
Manufacturing,Africa,India,2015,173.08,109.01,14.85,125.63,42.53,4.25,1372.21,9527.79,73.3,54.76,2.58,-0.58
Mining,Africa,India,2017,248.25,27.09,27.59,99.58,10.08,0.84,1304.67,4117.13,67.41,15.39,2.6,-0.2
Construction,Africa,India,2014,181.36,168.87,46.13,167.35,46.38,10.44,217.02,24717.39,73.84,71.72,2.05,1.06
Energy,Africa,India,2016,71.2,787.51,53.45,47.59,46.38,12.38,159.13,20583.57,84.82,83.06,8.36,-2.37
Construction,Africa,India,2002,238.6,314.27,82.38,55.17,41.51,9.76,1449.7,22352.88,56.48,38.25,13.49,-2.06
Construction,Africa,India,2006,188.48,611.55,65.63,186.09,13.87,2.61,1251.56,10649.39,35.17,88.14,-2.87,5.29
Energy,Africa,India,2008,171.55,233.18,2.52,60.18,5.96,19.9,733.76,4622.82,57.85,32.06,1.24,2.08
Construction,Africa,India,2013,154.59,99.17,90.65,27.26,6.58,7.93,495.35,17142.38,71.91,10.85,-8.2,0.49
Manufacturing,Africa,India,2003,5.28,578.93,31.85,6.87,21.82,14.14,1499.5,10566.35,29.48,11.25,4.78,5.37
Mining,Africa,India,2010,187.76,71.5,91.96,61.97,6.58,15.17,324.04,14113.65,37.19,62.19,-6.43,3.41
Mining,Africa,India,2016,38.24,162.22,20.94,64.56,35.3,10.88,1459.72,4942.08,34.46,1.51,-7.68,2.64
Manufacturing,Africa,India,2013,77.76,929.69,73.63,151.51,28.85,18.93,1135.83,5141.68,86.92,7.99,-0.95,-1.34
Construction,Africa,India,2000,284.48,20.3,27.15,71.81,21.31,3.71,1213.21,24331.59,38,37.72,10.77,-3.44
Construction,Africa,India,2004,209.6,215.7,23.35,68.14,41.08,13.33,142.29,18698.46,67.07,19.87,6.49,-0.02
Construction,Africa,India,2007,293.25,502.04,78.31,93.89,33,16.29,1060.9,8127.69,69.55,93.15,3.78,3.72
Manufacturing,Africa,India,2005,206.87,158.43,92.39,177.88,0.7,14.29,422.54,20105.93,39.61,84.35,-5.42,4.94
Energy,Africa,India,2008,142.46,167.4,73.53,132.28,42.9,6.2,1020.3,3888.49,97.09,51.96,7.47,1
Manufacturing,Africa,India,2009,86.41,651.95,44.75,191.57,13.43,9.9,318.67,12305.27,77.73,3.64,-4.57,-2.81
Energy,Africa,India,2004,221.72,138.23,61.53,79.86,33.76,17.83,1316.83,23191.66,99.98,82.53,-0.26,0.57
Manufacturing,Africa,India,2021,169.81,999.44,62.46,124.05,33.89,12.58,699.78,7910.54,33.64,73.59,14.92,3.34
Construction,Africa,India,2016,106.85,465.56,7.98,167.21,38.35,2.57,11.53,18706.3,79.71,40.8,9.41,-0.83
Energy,Africa,India,2000,188.22,210.64,44.74,7.64,44.74,8.76,235.36,19651.63,76.46,25.74,13.38,-4.71
Manufacturing,Africa,India,2018,176.97,68.59,69.93,24.24,41.11,10.11,1347.28,700.43,95.11,73.58,-7.59,3.08
Manufacturing,Africa,India,2014,148.43,757.59,35.89,74.58,49.72,8.06,869.26,14228.44,86.18,73.18,9.99,-1.6
Manufacturing,Africa,India,2001,208.77,228.87,57.68,58.42,33.95,2.07,1144.17,16713.46,34.78,32.17,-9.15,3.93
Mining,Africa,India,2001,146.7,21.52,35.52,33.16,5.42,11.84,730.23,19844.92,21.87,34.18,9.99,7.5
Manufacturing,Africa,India,2012,118.95,997.53,19.73,7.42,38.34,15.91,1492.59,20968.06,90.41,72.12,13.4,2.78
Manufacturing,Africa,India,2010,124.66,630.04,61.82,9.07,18.48,10.17,940.73,14682,84.71,41.19,7.7,6.79
Energy,Africa,India,2016,52.91,233.11,99.92,147.84,20.5,7.48,913.96,8549.19,73.34,37.8,-9.7,9.24
Construction,Africa,India,2014,253.34,677.74,20.29,19.83,39.03,17.12,1370.99,10284.78,65.2,15.02,-6.95,-4.1
Mining,Africa,India,2021,280.94,329.15,55.94,9.32,41.72,5.67,991.77,9160.57,72.43,59.48,-9.82,-4.08
Construction,Africa,India,2006,33.23,902.85,94.18,131.42,24.3,4.13,443.04,12939.4,23.81,11.09,4.14,-4.79
Energy,Africa,India,2007,185.37,458.74,11.36,132.8,37.88,2.85,1281.48,7850.94,41.66,92.96,11.2,-1.15
Energy,Africa,India,2005,133.95,781.58,27.12,65.41,19.1,6.97,464.05,8928.76,67.83,56.59,0.8,4.41
Energy,Africa,India,2021,174.25,818.9,40.37,68.83,49.62,10.06,1062.16,13389.61,35.49,11.07,-3.69,8.04
Construction,Africa,India,2012,141.49,218.27,44.93,156.97,12.86,4.06,453.07,10452.03,83.53,14.35,-4.67,8.62
Construction,Africa,India,2011,89.21,441.22,30.16,134.11,49.3,10.04,1431.88,5354.01,37.02,20.33,-7.44,-4.81
Energy,Africa,India,2015,71.65,420.95,92.18,113.9,1.03,1.96,12.42,24236.78,85.62,90.13,12.65,-2.25
Energy,Africa,India,2020,100.07,388.07,22.49,5.39,3.34,3.13,679.3,17618.85,37.43,96.98,4.01,9.51
Construction,Africa,India,2020,120.4,537.85,35.82,44.5,29.89,0.77,1279.87,10387.52,70.63,67.06,4.76,-0.8
Mining,Africa,India,2010,122.94,684.94,28.86,43.14,26.41,2.22,145.19,12342.06,23.1,53.99,3.66,6.88
Construction,Africa,India,2018,223.67,975.05,47.17,39.92,33.84,4.69,457.22,5441.5,25.46,66.22,3.57,9.95
Manufacturing,Africa,India,2004,188.68,295.48,77.49,51.83,32.42,14.18,1097.01,14045.27,60.09,78.74,9.36,9.36
Mining,Africa,India,2017,238.88,351.59,26.52,84.61,44.43,16.42,1365.1,21941.08,44.57,10.6,-8.62,-4.6
Construction,Africa,India,2001,112.61,576.72,7.27,86.07,47.26,7.99,261.53,12038.41,23.54,75.35,7.77,9.99
Construction,Africa,India,2011,57.95,908.76,81.13,66.39,30.09,1.92,725.26,7181.46,24.4,1.06,-8.24,0.9
Construction,Africa,India,2017,77.16,124.83,48.68,164,17.13,18,531.36,4722.01,82.81,27.7,4.45,9.01
Manufacturing,Africa,India,2022,15.86,611.99,88.53,39.94,27.36,19.18,825.3,4985.35,96.09,23.26,-7.2,9.28
Manufacturing,Africa,India,2006,214.15,675.51,3.46,105.65,2.9,1.69,1185.74,7180.05,78.68,61.18,-7.06,0.82
Manufacturing,Africa,India,2012,97.24,265.05,54.46,2,42.3,13.91,172.4,6960.76,38.31,98.73,1.67,0.85
Energy,Africa,India,2016,51.74,66.68,94.02,91.29,33.36,5.47,694,21589.06,84.58,96.77,7.25,-3.66
Construction,Africa,India,2001,196.2,811.28,84.02,59.3,17.78,5.71,1283.98,3342.07,97.27,94.26,8.57,1.99
Manufacturing,Africa,India,2004,109.51,793.76,88.63,10.55,22.44,16.61,1158.63,1121.52,55.05,0.31,-1.83,-3.25
Manufacturing,Africa,India,2017,124.02,629.36,94.09,178.88,27.12,13.83,902.86,11709.35,51.54,50.66,-1.54,4.79
Energy,Africa,India,2012,215.45,716.49,18.31,78.56,11.43,2.73,1314.36,9701.91,31.07,92.33,7.12,4.21
Mining,Africa,India,2007,126.39,333.57,59.57,98.84,41.8,14.49,1449.48,18484.91,93.35,27.33,8.18,-2.41
Manufacturing,Africa,India,2020,109.51,397.75,60.93,166.98,32.66,10.77,1363.79,10892.68,46.27,27.64,-5.57,5.11
Energy,Africa,India,2001,135.66,350.67,38.92,21.76,8.84,13.5,315.82,940.87,65.66,8.91,-2.72,-2.58
Energy,Africa,India,2018,209.47,613.45,26.73,81.45,5.78,11.22,1263.74,3849.78,24.33,75.09,-2.2,-3.93
Energy,Africa,India,2011,238.33,882.07,39.82,74.65,47.21,3.45,845.52,24488.51,72.93,74.22,-3.53,4.09
Manufacturing,Africa,India,2006,101.34,117.47,79.97,19.09,48.08,14.18,644.41,15886.15,73.18,85.11,7.79,-3.3
Construction,Africa,India,2015,124.79,428,90.92,21.73,31.25,1.48,971.83,22721.66,22.4,5.15,5.69,4.29
Construction,Africa,India,2002,85.78,451.01,23.53,156,15.57,16.48,205.49,16741.89,36.58,85.3,-7.04,-4.22
Mining,Africa,India,2013,228.83,670.88,78.97,178.79,6.37,11.09,237.6,1700.61,44.04,85.96,7.94,2.48
Energy,Africa,India,2006,257.2,825.61,77.04,66.1,16.86,12.66,1365.13,16231.96,35.98,19.58,8.54,1.43
Manufacturing,Asia,India,2011,215.1,828.1,30.51,190.21,27.34,7.15,1128.17,20157.72,45.57,19.75,12.53,-4.71
Construction,Asia,India,2019,73.42,824.26,4.02,107.95,47.65,15.28,1358.99,3081.65,97.27,1.23,0.09,3.04
Manufacturing,Asia,India,2001,183.11,345.49,21.82,112.11,39.65,2.88,446.56,15443.72,47.07,0.82,14.32,3.91
Construction,Asia,India,2018,182.69,369.9,39.3,79.1,2.79,14.85,498.45,7160.93,79.89,87.5,5.79,-4.6
Construction,Asia,India,2010,94.56,169.58,51.78,160.05,46.99,2.64,1267.39,7683.95,75.73,89.44,-3.45,9.44
Manufacturing,Asia,India,2020,149.37,517.69,23.23,40.51,14.86,12.33,493.28,23974.27,94.92,2.22,1.61,3.41
Energy,Asia,India,2007,273.99,81.86,57.53,145.91,27.59,11.06,197.64,12765.55,83.24,92.11,9.55,9.4
Mining,Asia,India,2003,8.93,435.39,72.55,72.23,30.29,0.55,1298.81,10062.83,90.03,22,11.46,5.1
Construction,Asia,India,2008,117.99,466.94,54.71,171.5,25.44,19.03,1282.32,6415.38,88.92,75.57,6.92,-2.69
Mining,Asia,India,2010,74.7,266.23,63.4,191.1,31.92,19.72,904.91,3247.2,87.57,94.91,9.13,8.51
Energy,Asia,India,2007,142.53,505.47,3.24,60.3,5.45,16.12,1316.18,16770.54,41.62,14.03,12.4,-3.91
Manufacturing,Asia,India,2006,184.05,767.2,45.82,103.78,32.6,11.07,333.49,5115.47,99.93,43.2,-6.02,-3.37
Manufacturing,Asia,India,2003,98.8,542.27,89.52,196.87,36.72,16.67,548.12,21365,20.53,44.61,-9.22,3.43
Manufacturing,Asia,India,2003,167.58,587.33,84.93,90.99,19.79,5.6,600.42,22473.38,59.13,18.42,11.74,-1.12
Construction,Asia,India,2018,192.22,464.67,93.22,99.57,33.77,15.51,406.39,2878.82,89.02,81.14,12.89,0.89
Construction,Asia,India,2019,117.67,555.24,61.56,114.8,8.34,13.56,1186.39,824.37,27.08,75.29,-1.18,9.13
Construction,Asia,India,2020,114.42,666.49,70.81,89.55,38.85,19.3,909.26,14571.49,51.78,65.29,12.82,5.62
Construction,Asia,India,2012,230.63,728.1,66.16,135.46,24.62,3.02,1340.93,3956.47,58.85,73.98,7.28,1.82
Manufacturing,Asia,India,2019,62.29,400.33,57.34,184.69,36.14,4.16,981.79,19243.72,98.68,88.81,8.42,-4.31
Mining,Asia,India,2008,268.01,988.74,5.66,24.5,35.59,8.41,182.2,9745.95,44.16,18.72,-7.48,-1.75
Manufacturing,Asia,India,2019,299.35,83.31,48.49,106.22,15.66,8.52,772.7,19449.06,27.01,87.86,-4.72,0.9
Energy,Asia,India,2014,268.55,172.72,63.05,175.37,37.67,17.58,1230.26,3701.01,89.17,17.51,6.21,4.86
Energy,Asia,India,2014,196.69,276.23,38.45,188.07,9.23,14.12,1103.57,12132.41,60.04,91.43,-4.29,8.51
Manufacturing,Asia,India,2003,48.55,83.83,65.11,161.37,15.58,0.93,1313.32,4405.49,87.02,13.55,-2.14,-1.15
Energy,Asia,India,2008,282.58,471.76,72.46,3.52,24.8,19.9,354.65,23572.68,38.14,53.2,-1.67,3.17
Mining,Asia,India,2007,157.92,286.07,31.08,6.54,24.03,1.41,284.19,16950.79,76.17,16.8,13.64,3.02
Energy,Asia,India,2014,148.73,668.38,8.72,179,18.42,2.87,33.73,10309.83,51.69,85.9,6.54,2.77
Manufacturing,Asia,India,2007,259.35,319.49,4.59,103.88,21.61,9.92,1163.48,15481.51,93.2,21.17,14.39,0.01
Energy,Asia,India,2014,30.99,914.17,43.34,192.59,15.56,12,493.31,6001.41,92.99,84.19,-3.95,8
Energy,Asia,India,2001,111.63,899.61,18.08,13.82,37.45,18.16,167.09,14993.86,52.12,75.91,2.97,5.45
Construction,Asia,India,2015,177.57,958.58,66.66,49.26,20.84,15.79,833.25,13506.21,43.44,52.51,-4.22,-2.85
Construction,Asia,India,2010,294.7,71.78,23.87,128.32,16.65,16.63,1243.51,23895.25,52.52,9.35,-4.45,8.26
Construction,Asia,India,2000,5.1,282.48,43.93,60.12,30.74,10.19,819.92,2921.77,79.62,85.91,-1.88,2.08
Energy,Asia,India,2015,22.85,245.36,43.53,108.64,1.38,12.36,1306.97,9076.65,82.49,13.06,-8.01,-4.2
Manufacturing,Asia,India,2005,278.45,723.22,48.44,176.89,39.97,8.89,963.26,5109.76,84.69,56.2,4.73,6.45
Construction,Asia,India,2011,279.35,306.88,95.79,133.4,39.49,0.97,887.3,7678.59,20.26,27.49,-3.55,-3.39
Construction,Asia,India,2022,193.9,937.24,77.06,101.57,5.33,5.71,785.03,8355.48,66.5,32.67,13.83,3.98
Construction,Asia,India,2022,164.25,711.6,8.63,67,29.74,4.46,250.51,8901.57,91.81,41.1,-5.4,9.3
Construction,Asia,India,2010,228.63,166.9,53.47,56.3,27.64,2.34,1027.46,19780.69,99.42,95.99,-0.47,0.08
Construction,Asia,India,2009,246.13,972.97,16.68,153.82,21.32,12.51,1121.03,18675.38,54.96,6.61,-8.85,1.55
Manufacturing,Asia,India,2016,137.6,225.76,71.07,76.61,39.77,11.46,1382.74,20098.9,82.89,65.54,7.53,9.77
Mining,Asia,India,2008,120.34,943.72,31.98,142.56,30.51,15.07,1128.94,900.23,87.17,64.56,3.15,5.35
Manufacturing,Asia,India,2020,178.11,71.83,40.79,65.28,20.8,11.36,900.09,24313.04,81.58,69.3,10.75,2.6
Energy,Asia,India,2016,107.68,194.89,62.08,117.24,43.72,12.46,228.75,5047.96,68.52,51.1,6.34,1.82
